objectid,unit_name,countyname,tot_pop_y,tot_white,tot_black,tot_asian,tot_amind,tot_other,tot_hispanic,vap_total,vap_white,vap_black,vap_asian,vap_amind,vap_other,vap_hispanic,reg_total_24_12,reg_white_24_12,reg_black_24_12,reg_other_24_12,reg_dem_total_24_12,reg_dem_white_24_12,reg_dem_black_24_12,reg_dem_other_24_12,reg_rep_total_24_12,reg_rep_white_24_12,reg_rep_black_24_12,reg_rep_other_24_12,reg_oth_total_24_12,reg_oth_white_24_12,reg_oth_black_24_12,reg_oth_other_24_12,congressional,senate,house,public_service_commission,supreme_court
156,1-5,Winn,371,129,215,3,18,6,10,287,107,159,1,18,2,6,288,104,178,6,191,47,143,1,32,30,2,0,65,27,33,5,Congressional District 4,State Senate District 29,State House District 13,District 5,District 4
158,2-3,Winn,1019,214,778,3,10,14,28,707,167,524,0,8,8,21,633,116,502,15,373,20,349,4,68,56,8,4,192,40,145,7,Congressional District 4,State Senate District 29,State House District 13,District 5,District 4
161,3-1A,Winn,393,212,169,0,7,5,11,302,172,121,0,5,4,7,232,123,99,10,99,20,77,2,69,65,1,3,64,38,21,5,Congressional District 4,State Senate District 29,State House District 13,District 5,District 4
162,3-2,Winn,2112,864,319,144,12,773,792,1955,755,281,137,10,772,788,467,434,30,3,109,86,23,0,244,244,0,0,114,104,7,3,Congressional District 4,State Senate District 31,State House District 13,District 5,District 4
163,3-1B,Winn,280,116,162,0,0,2,3,227,102,123,0,0,2,2,238,117,118,3,110,19,88,3,80,77,3,0,48,21,27,0,Congressional District 4,State Senate District 31,State House District 13,District 5,District 4
169,7-1,Winn,254,115,126,3,8,2,5,198,89,102,2,4,1,3,187,91,94,2,108,35,73,0,42,39,3,0,37,17,18,2,Congressional District 4,State Senate District 29,State House District 13,District 5,District 4
204,2-2,Bienville,552,34,507,0,1,10,9,417,26,383,0,1,7,6,304,4,299,1,236,0,236,0,11,3,8,0,57,1,55,1,Congressional District 4,State Senate District 33,State House District 11,District 5,District 4
196,1-2,Bienville,1141,496,613,3,14,15,19,918,444,451,1,10,12,16,700,348,343,9,346,57,288,1,211,199,6,6,143,92,49,2,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
199,1-3,Bienville,215,121,85,4,5,0,1,183,104,73,1,5,0,1,146,91,53,2,61,12,49,0,64,62,0,2,21,17,4,0,Congressional District 4,State Senate District 29,State House District 13,District 5,District 4
3100,197B,Jefferson,2727,149,2381,75,20,102,171,2048,125,1781,62,12,68,109,1907,102,1653,152,1346,21,1260,65,93,39,35,19,468,42,358,68,Congressional District 2,State Senate District 7,State House District 87,District 3,District 7
3063,1,Jefferson,1834,1493,62,106,23,150,187,1505,1261,33,80,21,110,129,1471,1305,20,146,253,207,14,32,822,781,0,41,396,317,6,73,Congressional District 1,State Senate District 10,State House District 79,District 1,District 6
278,6-3,Catahoula,23,18,5,0,0,0,0,19,17,2,0,0,0,0,41,41,0,0,9,9,0,0,25,25,0,0,7,7,0,0,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
1200,90,Lafayette,1046,856,124,14,15,37,54,880,725,98,11,15,31,45,813,676,92,45,198,129,59,10,371,356,3,12,244,191,30,23,Congressional District 3,State Senate District 23,State House District 45,District 2,District 5
2674,2-15,Bossier,2806,1297,1009,129,85,286,397,2019,951,721,95,52,200,248,703,206,424,73,331,22,296,13,132,87,24,21,240,97,104,39,Congressional District 4,State Senate District 36,State House District 9,District 5,District 4
279,6-5,Catahoula,85,35,47,0,2,1,2,58,32,26,0,0,0,0,51,22,27,2,27,8,19,0,12,11,1,0,12,3,7,2,Congressional District 5,State Senate District 32,State House District 21,District 5,District 4
1194,45,Lafayette,1901,1046,531,85,42,197,248,1484,903,350,65,34,132,172,966,679,192,95,281,150,114,17,327,301,9,17,358,228,69,61,Congressional District 3,State Senate District 23,State House District 45,District 2,District 5
249,19,Jefferson Davis,2417,1860,497,10,16,34,48,1774,1395,337,7,13,22,34,1445,1120,286,39,472,249,214,9,562,545,6,11,411,326,66,19,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
251,7D,Livingston,1417,929,316,55,38,79,97,891,622,184,26,22,37,47,723,517,157,49,165,48,110,7,318,302,3,13,240,167,44,29,Congressional District 5,State Senate District 13,State House District 81,District 2,District 1
252,M11,St. Tammany,1677,1436,51,60,23,107,132,1274,1109,34,30,18,83,97,1181,1066,23,92,154,119,13,22,678,647,1,30,349,300,9,40,Congressional District 1,State Senate District 37,State House District 89,District 1,District 1
1732,21,St. Mary,1004,737,178,0,43,46,60,740,567,113,0,29,31,36,596,459,110,27,154,71,78,5,259,245,3,11,183,143,29,11,Congressional District 3,State Senate District 21,State House District 50,District 4,District 5
227,3-7,Bienville,40,9,30,1,0,0,0,29,9,20,0,0,0,0,32,10,22,0,23,2,21,0,7,7,0,0,2,1,1,0,Congressional District 4,State Senate District 33,State House District 11,District 5,District 4
5774,6-5,Bienville,195,186,9,0,0,0,4,157,148,9,0,0,0,4,107,103,2,2,14,12,2,0,77,75,0,2,16,16,0,0,Congressional District 4,State Senate District 31,State House District 13,District 5,District 4
234,7,Jefferson Davis,2702,2287,305,42,27,41,33,2038,1777,190,30,16,25,18,1562,1384,121,57,371,282,82,7,769,747,4,18,422,355,35,32,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
8344,3-1A,Avoyelles,820,632,155,5,20,8,16,606,494,89,5,11,7,6,475,383,77,15,171,106,63,2,178,171,2,5,126,106,12,8,Congressional District 5,State Senate District 28,State House District 28,District 4,District 2
330,8-1,Avoyelles,221,203,7,1,5,5,4,172,157,4,1,5,5,3,145,143,0,2,34,34,0,0,79,78,0,1,32,31,0,1,Congressional District 6,State Senate District 28,State House District 28,District 4,District 2
229,1,Jefferson Davis,1714,1363,313,4,18,16,18,1308,1071,212,2,13,10,14,981,818,141,22,331,217,108,6,373,362,8,3,277,239,25,13,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
230,2,Jefferson Davis,1291,1176,76,2,12,25,23,973,913,34,2,5,19,21,715,670,27,18,190,175,12,3,310,301,3,6,215,194,12,9,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
231,4,Jefferson Davis,1120,1044,54,2,8,12,8,829,783,33,0,5,8,7,785,740,36,9,176,154,21,1,380,376,2,2,229,210,13,6,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
232,5,Jefferson Davis,1700,769,882,2,12,35,28,1229,598,602,1,8,20,16,925,385,516,24,459,64,390,5,225,208,13,4,241,113,113,15,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
233,6,Jefferson Davis,1523,1173,276,14,24,36,46,1137,928,162,10,16,21,28,795,684,92,19,212,154,51,7,346,338,6,2,237,192,35,10,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
1806,43,Terrebonne,2029,1296,308,33,228,164,206,1555,1088,194,24,155,94,112,977,756,118,103,254,136,96,22,420,387,1,32,303,233,21,49,Congressional District 3,State Senate District 20,State House District 52,District 2,District 5
210,3-4,Bienville,106,60,44,0,1,1,0,91,50,39,0,1,1,0,84,40,44,0,39,4,35,0,30,26,4,0,15,10,5,0,Congressional District 4,State Senate District 31,State House District 13,District 5,District 4
212,4-2,Bienville,121,108,8,0,1,4,4,93,83,5,0,1,4,4,73,73,0,0,14,14,0,0,47,47,0,0,12,12,0,0,Congressional District 4,State Senate District 31,State House District 13,District 5,District 4
213,4-1,Bienville,861,371,454,0,25,11,21,607,265,312,0,20,10,13,498,211,275,12,268,43,222,3,149,130,14,5,81,38,39,4,Congressional District 4,State Senate District 31,State House District 13,District 5,District 4
255,922,St. Tammany,902,302,513,20,21,46,60,678,241,361,17,20,39,44,466,168,240,58,217,35,161,21,88,71,6,11,161,62,73,26,Congressional District 1,State Senate District 1,State House District 76,District 1,District 1
247,21,Jefferson Davis,1800,1394,348,7,17,34,32,1340,1081,213,2,14,30,25,1011,891,100,20,272,201,68,3,444,430,5,9,295,260,27,8,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
248,20,Jefferson Davis,677,524,125,1,7,20,17,541,421,101,0,4,15,11,397,329,64,4,133,76,55,2,164,160,2,2,100,93,7,0,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
257,112,St. Tammany,2070,1717,127,53,48,125,158,1360,1142,74,29,28,87,99,1444,1263,59,122,174,119,36,19,850,801,2,47,420,343,21,56,Congressional District 1,State Senate District 11,State House District 77,District 1,District 1
259,114,St. Tammany,2138,1752,138,31,37,180,198,1497,1251,86,24,27,109,114,1472,1305,64,103,196,143,39,14,800,758,3,39,476,404,22,50,Congressional District 1,State Senate District 11,State House District 77,District 1,District 1
261,1-1,Catahoula,431,341,63,3,11,13,22,348,284,45,3,4,12,17,319,267,45,7,94,60,32,2,148,144,3,1,77,63,10,4,Congressional District 5,State Senate District 32,State House District 21,District 5,District 4
265,2-1,Catahoula,314,68,229,0,10,7,3,248,59,175,0,9,5,1,241,68,171,2,151,22,128,1,38,33,4,1,52,13,39,0,Congressional District 5,State Senate District 32,State House District 21,District 5,District 4
268,9-2,Catahoula,284,231,47,0,4,2,3,225,181,41,0,3,0,3,235,190,41,4,75,39,36,0,122,119,1,2,38,32,4,2,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
270,9-3,Catahoula,212,183,16,2,9,2,7,170,147,12,1,9,1,7,178,173,1,4,53,52,1,0,75,72,0,3,50,49,0,1,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
271,9-1,Catahoula,172,171,1,0,0,0,0,135,134,1,0,0,0,0,116,116,0,0,12,12,0,0,78,78,0,0,26,26,0,0,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
262,1-2,Catahoula,456,179,260,1,9,7,8,310,151,145,1,7,6,6,252,131,113,8,136,37,95,4,73,69,4,0,43,25,14,4,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
264,1-3,Catahoula,8,4,2,0,1,1,1,4,4,0,0,0,0,0,13,13,0,0,3,3,0,0,8,8,0,0,2,2,0,0,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
228,3,Jefferson Davis,827,741,48,8,21,9,22,618,568,24,4,16,6,14,418,408,1,9,106,105,1,0,218,213,0,5,94,90,0,4,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
6085,1-6,Lafourche,902,561,294,10,14,23,25,675,448,192,10,11,14,15,849,588,201,60,195,64,125,6,376,339,9,28,278,185,67,26,Congressional District 2,State Senate District 2,State House District 51,District 2,District 5
254,118,St. Tammany,2195,1838,96,48,22,191,222,1551,1317,65,37,15,117,134,1409,1226,68,115,200,136,52,12,789,730,3,56,420,360,13,47,Congressional District 1,State Senate District 11,State House District 77,District 1,District 1
2748,10A,Jackson,268,252,4,2,10,0,1,223,208,4,1,10,0,1,193,183,5,5,23,20,3,0,135,132,0,3,35,31,2,2,Congressional District 4,State Senate District 35,State House District 13,District 5,District 4
319,10-2,Avoyelles,1537,456,1016,6,35,24,28,1157,387,724,2,28,16,22,809,290,488,31,482,98,376,8,136,109,19,8,191,83,93,15,Congressional District 6,State Senate District 29,State House District 28,District 4,District 2
860,19,Pointe Coupee,1011,795,157,9,7,43,40,768,620,105,8,5,30,26,609,503,88,18,202,131,68,3,231,220,6,5,176,152,14,10,Congressional District 6,State Senate District 17,State House District 18,District 2,District 2
321,6-2A,Avoyelles,400,384,5,3,5,3,5,303,293,1,2,5,2,5,253,251,1,1,79,79,0,0,125,124,1,0,49,48,0,1,Congressional District 5,State Senate District 28,State House District 28,District 4,District 2
1933,402,Calcasieu,1654,1366,138,14,50,86,109,1237,1045,90,6,36,60,77,719,654,28,37,153,126,13,14,286,277,4,5,280,251,11,18,Congressional District 4,State Senate District 27,State House District 33,District 4,District 3
325,10-2A,Avoyelles,731,572,111,3,36,9,29,570,469,60,1,35,5,10,478,425,43,10,150,125,22,3,221,216,2,3,107,84,19,4,Congressional District 6,State Senate District 28,State House District 28,District 4,District 2
328,6-2,Avoyelles,524,492,13,5,11,3,5,427,404,9,3,10,1,2,299,291,3,5,96,91,3,2,138,138,0,0,65,62,0,3,Congressional District 5,State Senate District 32,State House District 28,District 4,District 2
8343,2-2A,Avoyelles,520,247,255,1,11,6,8,401,189,199,1,6,6,8,360,149,192,19,209,34,160,15,77,73,2,2,74,42,30,2,Congressional District 5,State Senate District 28,State House District 28,District 4,District 2
8346,6-1,Avoyelles,740,651,69,3,5,12,13,557,496,50,3,5,3,7,509,453,45,11,180,140,36,4,226,222,1,3,103,91,8,4,Congressional District 5,State Senate District 28,State House District 28,District 4,District 2
296,4-2,Avoyelles,2072,1792,211,8,25,36,55,1553,1380,124,0,18,31,39,1165,1050,79,36,346,282,59,5,515,498,3,14,304,270,17,17,Congressional District 5,State Senate District 28,State House District 28,District 4,District 2
285,7-5,Catahoula,65,8,54,0,0,3,3,46,5,41,0,0,0,0,68,2,66,0,59,2,57,0,3,0,3,0,6,0,6,0,Congressional District 5,State Senate District 32,State House District 21,District 5,District 4
286,1-2,Avoyelles,1387,1353,8,0,15,11,11,1132,1105,4,0,15,8,4,803,785,6,12,187,184,2,1,444,436,2,6,172,165,2,5,Congressional District 5,State Senate District 32,State House District 28,District 4,District 2
287,1-1,Avoyelles,1420,1360,25,9,11,15,12,1076,1032,20,6,11,7,7,856,839,4,13,159,154,3,2,498,490,0,8,199,195,1,3,Congressional District 5,State Senate District 32,State House District 28,District 4,District 2
6086,2-15,Lafourche,618,555,18,17,4,24,31,503,457,12,15,3,16,17,496,472,4,20,79,74,3,2,322,317,0,5,95,81,1,13,Congressional District 3,State Senate District 19,State House District 55,District 2,District 5
289,2-1,Avoyelles,1607,1040,482,13,48,24,22,1188,803,325,11,31,18,14,905,652,220,33,411,227,170,14,287,273,8,6,207,152,42,13,Congressional District 5,State Senate District 28,State House District 28,District 4,District 2
314,4-2A,Avoyelles,1376,1157,142,2,17,58,49,1048,908,81,2,15,42,36,757,700,36,21,184,159,23,2,369,360,1,8,204,181,12,11,Congressional District 6,State Senate District 28,State House District 28,District 4,District 2
367,59,De Soto,1030,87,923,7,9,4,12,746,74,658,7,3,4,5,512,55,446,11,374,9,359,6,39,35,4,0,99,11,83,5,Congressional District 6,State Senate District 31,State House District 7,District 5,District 3
368,38,De Soto,356,149,185,2,8,12,15,295,129,146,2,6,12,13,255,129,119,7,119,23,92,4,92,85,5,2,44,21,22,1,Congressional District 6,State Senate District 31,State House District 7,District 5,District 3
8342,11-2,Avoyelles,397,344,38,2,8,5,4,306,263,31,2,8,2,2,250,237,12,1,82,73,8,1,123,123,0,0,45,41,4,0,Congressional District 6,State Senate District 28,State House District 28,District 4,District 2
239,10,Jefferson Davis,2429,2255,63,17,37,57,63,1727,1620,36,9,28,34,40,1676,1608,35,33,339,316,21,2,902,880,2,20,435,412,12,11,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
241,12,Jefferson Davis,1274,1048,126,7,37,56,55,943,768,99,4,27,45,28,821,701,82,38,225,153,67,5,375,356,5,14,221,192,10,19,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
1205,1-3,Sabine,553,359,147,4,31,12,14,429,294,103,0,23,9,13,368,252,91,25,93,28,63,2,190,171,4,15,85,53,24,8,Congressional District 4,State Senate District 31,State House District 24,District 5,District 3
243,16,Jefferson Davis,762,540,187,4,11,20,30,574,397,149,3,8,17,22,504,348,145,11,185,76,106,3,198,188,4,6,121,84,35,2,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
244,18,Jefferson Davis,528,462,32,4,18,12,17,406,357,24,4,14,7,14,312,288,13,11,74,66,7,1,169,163,3,3,69,59,3,7,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
245,13,Jefferson Davis,992,501,411,10,45,25,26,749,387,314,7,23,18,14,639,353,261,25,312,90,212,10,148,139,4,5,179,124,45,10,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
246,17,Jefferson Davis,279,258,6,0,9,6,4,208,192,6,0,9,1,2,221,199,9,13,39,33,5,1,119,112,0,7,63,54,4,5,Congressional District 3,State Senate District 25,State House District 32,District 4,District 3
371,9,De Soto,528,155,355,3,11,4,7,407,130,262,3,8,4,4,382,135,240,7,229,28,198,3,82,77,3,2,71,30,39,2,Congressional District 6,State Senate District 31,State House District 7,District 5,District 3
395,24,Franklin,1920,291,1603,5,6,15,27,1376,258,1102,3,3,10,21,1094,129,955,10,733,16,715,2,101,76,23,2,260,37,217,6,Congressional District 5,State Senate District 32,State House District 21,District 5,District 4
297,4-1,Avoyelles,772,548,187,10,14,13,13,619,464,122,10,11,12,11,435,346,76,13,173,112,58,3,165,160,1,4,97,74,17,6,Congressional District 5,State Senate District 28,State House District 28,District 4,District 2
272,4-2,Catahoula,1124,597,45,11,10,461,473,969,453,39,10,8,459,467,503,470,31,2,112,89,23,0,297,296,1,0,94,85,7,2,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
274,5-1,Catahoula,972,922,32,1,14,3,4,756,723,20,0,11,2,2,746,725,18,3,149,136,13,0,410,406,2,2,187,183,3,1,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
276,6-1,Catahoula,795,669,83,6,26,11,17,608,509,66,4,22,7,10,503,467,31,5,126,100,25,1,269,265,0,4,108,102,6,0,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
